path,file_type,size_bytes,modified_time_utc,git_status,sha256,current_code_import,config_reference,run_ps1_runtime_dependency,test_reference,subprocess_or_command_reference,referenced_by,duplicate_group_size,category,recoverable,preservation_reason,recommended_action,risk_level,requires_user_approval
.gitignore,no_extension,188,2026-07-28T21:59:28.441518+00:00,tracked,dbd33f8193b774b82ea22b2cb86e07474155288932b71ddfd18324265a875db7,False,False,False,False,False,,1,KEEP_REPRODUCIBILITY,yes_from_source_control,repository configuration or tracked sample input,keep pending explicit sample ownership review,low,False
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-INPUT-resultscreen.png,image,5973,2026-07-21T12:52:17.727715+00:00,ignored,44365bc6d57214c25775903cc28b92c892635dfd8c4365984c1cd5a2db031fcf,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-INPUT-resultscreen1.png,image,5973,2026-07-21T12:52:17.727715+00:00,ignored,44365bc6d57214c25775903cc28b92c892635dfd8c4365984c1cd5a2db031fcf,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-INPUT-sourcecode.png,image,77061,2026-07-21T12:52:17.729094+00:00,ignored,dc5d9cdc09eb6af1a0b1133168d5e569e932aab84c976730632489c618fb2f40,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-INPUT-sourcecode1.png,image,77061,2026-07-21T12:52:17.730094+00:00,ignored,dc5d9cdc09eb6af1a0b1133168d5e569e932aab84c976730632489c618fb2f40,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-ouput-result-screen.png,image,4819,2026-07-21T12:52:17.732268+00:00,ignored,220d6f29ccccfa5d1e6ed7636041ddc1c26eaadf08a325222be4403440b4eb99,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-ouput-result-screen1.png,image,4819,2026-07-21T12:52:17.732268+00:00,ignored,220d6f29ccccfa5d1e6ed7636041ddc1c26eaadf08a325222be4403440b4eb99,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-PROCESS-resultscreen.png,image,5348,2026-07-21T12:52:17.730094+00:00,ignored,850d66e92d71857a5c69fd20e74551a0e6a09ac89966951e381c7b4201bb2eab,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-PROCESS-resultscreen1.png,image,5348,2026-07-21T12:52:17.730094+00:00,ignored,850d66e92d71857a5c69fd20e74551a0e6a09ac89966951e381c7b4201bb2eab,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-PROCESS-sourcecode.png,image,66070,2026-07-21T12:52:17.731094+00:00,ignored,be3d03eb0ad714d8c81ca991159ae5b591f89c7e75cc6e984b2f78203d9f5a8b,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Bagic-PROCESS-sourcecode1.png,image,66070,2026-07-21T12:52:17.732268+00:00,ignored,be3d03eb0ad714d8c81ca991159ae5b591f89c7e75cc6e984b2f78203d9f5a8b,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Basic-ouput-sourcecode.png,image,57466,2026-07-21T12:52:17.733607+00:00,ignored,07a3958ef3ad036670884c09c9890ad7eb6c1b2375df2f0ef6496cd4e62fcd3a,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/Basic-ouput-sourcecode1.png,image,57466,2026-07-21T12:52:17.734612+00:00,ignored,07a3958ef3ad036670884c09c9890ad7eb6c1b2375df2f0ef6496cd4e62fcd3a,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_average.jpg,image,20881,2026-07-21T12:52:17.735627+00:00,ignored,7645d9ecd74798cebdadb7180a9bb4bcab6a987177aa1f673d48195f7c255837,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_background.jpg,image,7493,2026-07-21T12:52:17.735627+00:00,ignored,7b1a063797d3f48290c8c24aff756b1237ca4efaf9c8c7a848b090a650f485eb,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_green.jpg,image,10219,2026-07-21T12:52:17.736640+00:00,ignored,36922e4f9a91ccde48ed314bbdaf26fe4080a357303ae479479f83bbd91a128d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_hsv.jpg,image,36673,2026-07-21T12:52:17.736640+00:00,ignored,b5f2f4289cb14a4e40fca8d5651ecc755faa7a00617a3e479575f0d829e8651f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_mask.jpg,image,18779,2026-07-21T12:52:17.737640+00:00,ignored,d2ed3230295d64cbd25b5bf23b628adf60fe7d562e6295e5373996c1b759fffb,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_rgb.jpg,image,32488,2026-07-21T12:52:17.737640+00:00,ignored,18dff58c8f269c3266d5b45b8cd066a491130d200a715012f41c66c9c60c32fd,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_thresh.jpg,image,4346,2026-07-21T12:52:17.737640+00:00,ignored,581626f0cf93c67b8a098101be6bbaf223bfafd118b9c9c4359e44c3c8bab6a9,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_thresholded.jpg,image,23678,2026-07-21T12:52:17.738905+00:00,ignored,38c87edf35d5d9af9a6a19cc42513b8a1bf1c17cb55000dbd797372f3216821d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/camera_yuv.jpg,image,20105,2026-07-21T12:52:17.738905+00:00,ignored,1a9d289a9d69cbefe3e90a6ff79548a3a1260cedaee5563cddf3d603645de819,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/chimpshot.gif,gif,46010,2026-07-21T12:52:17.739908+00:00,ignored,61cfee7d2153919e4d035228815da3b87e42af8ff292823b41c5d0bdf19805f7,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/draw_module_example.png,image,6476,2026-07-21T12:52:17.739908+00:00,ignored,8c085cd471bc4578e33e78e7f40c27706c1f8b874a6da3bbad082a71de4e09e4,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/intro_ball.gif,gif,5015,2026-07-21T12:52:17.739908+00:00,ignored,bc4b34f8e1bf8f9e4964930be3c217847b0de193085abaa54bb75fc5df7e8717,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/intro_blade.jpg,image,2631,2026-07-21T12:52:17.740987+00:00,ignored,023e7d4edf73d667497832bcf476d6690ec35530ca6f3a140d3faf35c267610a,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/intro_freedom.jpg,image,7050,2026-07-21T12:52:17.740987+00:00,ignored,44bfa30a129531daa84bb04de4d195ee18e5c52814e2a68aae3e195c7db3b08f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-Battleship.png,image,165586,2026-07-21T12:52:17.740987+00:00,ignored,ea21c486aa3f1e75d17e642ff72ae260c737757f10d93c066d218341110590de,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-Battleship1.png,image,165586,2026-07-21T12:52:17.742414+00:00,ignored,ea21c486aa3f1e75d17e642ff72ae260c737757f10d93c066d218341110590de,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-PuyoPuyo.png,image,31388,2026-07-21T12:52:17.742414+00:00,ignored,384323152cd073cbc92d0af251d929ee52770e1230ff2128e7ee679b6bc17ebb,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-PuyoPuyo1.png,image,31388,2026-07-21T12:52:17.742414+00:00,ignored,384323152cd073cbc92d0af251d929ee52770e1230ff2128e7ee679b6bc17ebb,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-TPS.png,image,136031,2026-07-21T12:52:17.743919+00:00,ignored,3388a864cca34769fba50229f14846455e26d95feb717242ba8e6553757bc86c,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/introduction-TPS1.png,image,136031,2026-07-21T12:52:17.744433+00:00,ignored,3388a864cca34769fba50229f14846455e26d95feb717242ba8e6553757bc86c,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/joystick_calls.png,image,30004,2026-07-21T12:52:17.744433+00:00,ignored,a0d01081f67c18ce7f675ee1a0d56b2dfd6d61e467b61b3ad19ae584976e5a1b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/pygame_lofi.png,image,134242,2026-07-21T12:52:17.745685+00:00,ignored,4011020546a5247444c5785fee7b7e429b1572ef4b4374520185554b4e005f73,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/pygame_logo.png,image,132068,2026-07-21T12:52:17.745685+00:00,ignored,25cd4bcf8ee96379878c414dcd05d5f60c7ea255146021ae158aeeb6771a4d71,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/pygame_powered.png,image,179911,2026-07-21T12:52:17.747689+00:00,ignored,2e06ecc05720eb8eda9520b949ac033c7f7ac6e4cc71698ca9503a66fb362b74,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/pygame_powered_lowres.png,image,179911,2026-07-21T12:52:17.748975+00:00,ignored,f60a3958c8801387d312607dc3ecdab447d1386975214589181a4aa0bab2fb05,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/pygame_tiny.png,image,15310,2026-07-21T12:52:17.748975+00:00,ignored,0573e4dce91259d4a4aa3324090d43b795a3c597dbe338f87368abf54f7f63b4,False,False,False,False,False,,2,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_allblack.png,image,125,2026-07-21T12:52:17.750414+00:00,ignored,5c450eda12857d37d93326aa6cfbccd2edf39844df97ffff0003419079facbec,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_flipped.png,image,50835,2026-07-21T12:52:17.750414+00:00,ignored,519d45a658c6add027075502513b807de249c72a88fbfd1db9208aab2f54377c,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_redimg.png,image,23443,2026-07-21T12:52:17.751416+00:00,ignored,ead94efed6689104ec7e0bc3df2356db59c7039b80f610d6a1a2fb3ceaebfea1,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_rgbarray.png,image,50897,2026-07-21T12:52:17.751416+00:00,ignored,f144b9af719c1bf8d906770afb8ec71b624b07667042369205685bdf29cdb3dc,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_scaledown.png,image,15109,2026-07-21T12:52:17.751416+00:00,ignored,67af174a83d4bd5e5b6088497649a1658af8d89a502a70bc83d866375f226962,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_scaleup.png,image,67759,2026-07-21T12:52:17.752804+00:00,ignored,b1dc50966568461945fe8703d9e72b7b4ab9d50d8b2e80b136c25a23c3b53582,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_soften.png,image,47540,2026-07-21T12:52:17.752804+00:00,ignored,5cdcc06737cb52a9fe408436e53c41dae8e80d990f108448e904839e324c224d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_striped.png,image,392,2026-07-21T12:52:17.754310+00:00,ignored,887ee02d9841bb96804d5faf7ebb10996df429db0c428601fcb0fe79f47397f6,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/surfarray_xfade.png,image,41834,2026-07-21T12:52:17.754310+00:00,ignored,b83f20f147aa73720c65a3aa883e27e2c6668392388fbf7ca08ce5d6958333bd,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/tom_basic.png,image,5139,2026-07-21T12:52:17.755323+00:00,ignored,4732811667a9d64b1f0f942b2555bb273747bc3375ff86b251f1b254dfbc5a6b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/tom_event-flowchart.png,image,5528,2026-07-21T12:52:17.755323+00:00,ignored,b06f18387f185f6c93b71e3e6a0054588713f3e8e3d66eae28217df10c666ca4,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/tom_formulae.png,image,6763,2026-07-21T12:52:17.755323+00:00,ignored,ea4f150ecb9e1953a1d3566b0152c4e668a588e58a85026a22b94f5bf2449979,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_images/tom_radians.png,image,17409,2026-07-21T12:52:17.756569+00:00,ignored,064053c783a88925cee5deac306d35332601b4eec4983be0262c5b4d128c9bd4,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/c_api.rst.txt,documentation,473,2026-07-21T12:52:17.756569+00:00,ignored,bd2245eadbc3ccc0dd1939d7cb2022f99cfe880a717ae3be9f98d3bdc78040dc,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/filepaths.rst.txt,documentation,899,2026-07-21T12:52:17.756569+00:00,ignored,b28bbed4de5a996d495c7ab029453406a6109a6d9ce6a0e38c529520a229a5fa,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/index.rst.txt,documentation,5965,2026-07-21T12:52:17.757940+00:00,ignored,50c0ccdde31102d4d2c088907cc5e468228d596e9d96c9ea47a329c5f1803322,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/logos.rst.txt,documentation,1337,2026-07-21T12:52:17.757940+00:00,ignored,a0935932829b7c9f44b974de8a901a850192a4f9136807321c42065893dd596f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/bufferproxy.rst.txt,documentation,4708,2026-07-21T12:52:17.757940+00:00,ignored,579812ceaffff396a5a8be48b34e4c4e6a43bf93541db2eeb96e0f607f7c3332,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/camera.rst.txt,documentation,9628,2026-07-21T12:52:17.759063+00:00,ignored,54649d61b5b68a2dfb586de40bc1c69f6028f933d13d85d32decfd567c08dfae,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/cdrom.rst.txt,documentation,9068,2026-07-21T12:52:17.759063+00:00,ignored,d05958383bb1a103ac4d8a59f44883626503f4f210ac078096c5c4f08ebb4509,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/color.rst.txt,documentation,10798,2026-07-21T12:52:17.759063+00:00,ignored,0db74739c708be67fc0fc111be8f9f1ca2afa8a99961bded70d6d091287f763f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/color_list.rst.txt,documentation,96353,2026-07-21T12:52:17.760488+00:00,ignored,5cb20a2e64f1fe58a25a4d2074a96b12506508d643d3fb08bc083f125ead81f1,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/cursors.rst.txt,documentation,9415,2026-07-21T12:52:17.760488+00:00,ignored,751ac47af17c51a868d08b7cdb393e7f5c9203d3daff2de45213389849becd34,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/display.rst.txt,documentation,29190,2026-07-21T12:52:17.761561+00:00,ignored,5678777a0933070d687612cca15c05ad1fd664ba1d4db811d97d352b80610249,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/draw.rst.txt,documentation,24657,2026-07-21T12:52:17.761561+00:00,ignored,3be8b8c157bd2942e5a41be174aaca6c06178acccedbf1540e18f3a0402b988d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/event.rst.txt,documentation,22211,2026-07-21T12:52:17.761561+00:00,ignored,ff4c20442887a6b66ec74bc9485e30bb2ab49c0a3588eb8ae53e5e1758f3c133,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/examples.rst.txt,documentation,14095,2026-07-21T12:52:17.762970+00:00,ignored,d38e1b4fdbf8a5061166a99a030add008fc65771cb8b0465587298b6ead56cde,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/fastevent.rst.txt,documentation,3545,2026-07-21T12:52:17.762970+00:00,ignored,ea0c9e9b471167eb3228c0dc43aa9ec42f3774932ba353bdf971d8fe4dbf1cd8,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/font.rst.txt,documentation,18217,2026-07-21T12:52:17.762970+00:00,ignored,0068aea7987393f2a77ce125c1a7501a6ce4cc6f577117b1db2abd12fb0d07ea,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/freetype.rst.txt,documentation,31386,2026-07-21T12:52:17.764476+00:00,ignored,47946751111d47d6f934f36c3d8613b6197f1315947265fbbdc95616378da723,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/gfxdraw.rst.txt,documentation,21842,2026-07-21T12:52:17.765653+00:00,ignored,6d06080f66ce6fac444d9a0328cd2646d68253f403e3c323426095f25bc412b1,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/image.rst.txt,documentation,13395,2026-07-21T12:52:17.765653+00:00,ignored,e0d25ffdc27d5551e6ed50f5303e26b0152f8f2b686824e407cdd6eafb9b7e41,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/joystick.rst.txt,documentation,19389,2026-07-21T12:52:17.765653+00:00,ignored,b17803c9f4dcc0175ab0dc5dcd6f6bd179deb31a3a8b0cf6dce0581ba481d30b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/key.rst.txt,documentation,16327,2026-07-21T12:52:17.766653+00:00,ignored,bd29e099dddf6b04a7cbec83f28addea5511e2caf255af41e977088aaf0bc950,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/locals.rst.txt,documentation,1022,2026-07-21T12:52:17.766653+00:00,ignored,5598bc704d9994f7a2e167734aca24d1f53f04e80f8653a68df4c24d2be5d0df,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/mask.rst.txt,documentation,24220,2026-07-21T12:52:17.767785+00:00,ignored,44056965934ada2fa5b479426cd66015af34c764405dcff895890f800568ca3b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/math.rst.txt,documentation,38384,2026-07-21T12:52:17.767785+00:00,ignored,61b0aa9dfcda25e23593c018238e70f2ba2467fc7d7f635d9e4a0ada78ebbf79,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/midi.rst.txt,documentation,14358,2026-07-21T12:52:17.767785+00:00,ignored,8c8279a8e64dbe532d047d1303689c593481e3fec2714994ebfcbdb9584689a9,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/pygame/docs/generated/_sources/ref/mixer.rst.txt,documentation,22459,2026-07-21T12:52:17.769176+00:00,ignored,38766a6cde85f004641462ded1c5c7a409ce55ffcc7aa742d5ca7939e59195b4,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
